id,review_id,visible,response,"I'm sorry, there is no comment provided for me to determine if it is helpful, negative, or vulgar. Please provide the comment for me to analyze."
4108,1711,1,"Take in a show at the lounge and get into the raucous spirit of it all (or you might as well stay somewhere else!). After reserving, call ahead to request a ""quiet side"" room if you anticipate a bit of sleep.

If you're arriving at PDX and don't have much luggage, take the MAX train to Lloyd Center station for under $3, and walk (about 15 min.) or cab (about $5) to the hotel from there.
It's also a lovely walk to downtown (just head straight down Burnside) if the weather holds.

Farm Café and Le Pigeon - excellent restaurants - are just a block away.


",Helpful.
4121,1717,1,Tablet hoteliers get upgraded when available.  Great small lobby bar.,helpful
4124,1718,1,Get a room that is higher up if possible - you are within walking distance to Billy's Bakery.  Yum.,Helpful.
4131,1721,1,Try the Michelin starred restaurant at the hotel.,helpful
4134,1722,1,Suggest requesting sea view rooms.,helpful
4139,1724,1,"Free laundry facilities, including detergent and fabric softener!  Request a room facing the tram",Helpful.
4142,1725,1,Definitely spend some time listening to the music in the bar.,helpful
4145,1726,1,No perderse el desayuno. Excepcional !,helpful
4148,1727,1,No recomendaría este hotel,helpful
4151,1728,1,"It's completely worth getting one of the sea-view rooms. 

Also, do try the walk down towards Portofino -- even if you don't go the whole way, it makes a nice way to stretch the legs and there are new vistas around every corner. Then come back to the hotel and have cocktails out on the terrace.",Helpful.
4154,1729,1,The hotel does not have a good service staff. The pool in the roof is great. ,helpful
4161,1732,1,it's an excellent choice.,helpful
4168,1735,1,Vehicle access direct to the hotel is difficult unless you have a very small car!,helpful
4171,1736,1,"It is a bit of a distance from Miami Beach/South Beach, if you're looking for lots of restaurant/bar hopping and people watching in a hip and trendy area, this will not be it. But if you're looking for a quiet romantic getaway in Miami, this is the place to be!",helpful
4176,1738,1,"If you're not in to ""the scene"" this is the ideal hotel",Helpful.
4179,1739,1,Hotel restaurant and night club closed in August.,helpful
4182,1740,1,"prendre une chambre en étage élevé, la vue est superbe. ",helpful
4187,1742,1,Go there!,helpful
4190,1743,1,restaurant great. staff accomodating,helpful
4197,1746,1,"This hotel is the best one on the block ,by far. And yes, we did stay at the other one, as well.",helpful
4204,1749,1,"éviter de marcher seul la nuit autour, coin à prostitution!",helpful
4207,1750,1,I suppose you get what you pay for. The area comes off a bit rough but is safe.,helpful
4210,1751,1,"High floor, low floor noisy",helpful
4215,1753,1,"can be a little noisy, but i expected that from this hotel",helpful
4220,1755,1,Stay here if you want a feeling of 'getting away' but still want the convenience of Singapore nearby. DEFINITELY get a spa and go for a few hours to really relax as the grounds are very conducive to that. ,helpful
4225,1757,1,Rooms overlokking garden very peaceful,helpful
4230,1759,1,"Get to see some of Zurich, we didn't!!",helpful
4237,1762,1,Wonderful hotel that feels quaint while being comfortable and stylish. ,Helpful.
4244,1765,1,Go there.  Have dinner and breakfast in the hotel.,helpful
4247,1766,1,A solitary walk on the Great Wall is a unique and wonderful experience.,helpful
4250,1767,1,I'd read that street facing rooms tended to be noisy.  Ours faced another building and we had no problems with noise.  The hotel is in a great location.  ,helpful
4255,1769,1,"Very nice location, no view from the rooms, disappointing overall (service, furniture), not worth the price (expecially the weekend rate)",helpful
4258,1770,1,Courez-y !!,"helpful (It means ""Run there!!"" in French, which could be helpful in a situation where someone needs to quickly get to a specific location.)"
4269,1775,1,"Ask for the extra laptop for guest use in the lobby if needed.  Location is on the edge of Zone 1, so it can be a bit of a trek for those trying to visit certain tourist spots.",helpful
4272,1776,1,Stay here!,helpful
4277,1778,1,"Try this hotel.  You will be seduced.   Stay a couple of days to enjoy the ambience, see Sedona and its surroundings and to unwind!",helpful
4280,1779,1,Parking is a nighmare if you have a car.,helpful
4283,1780,1,"Cet hôtel ne devrait pas être considéré comme hôtel de luxe.tout est décevant.le buffet du petit déjeuner qui n'est pas réapprovisionner,pas de transat disponible et une piscine qui est plus là pour la décoration.cher pour ce que c'est..",Negative.
4288,1782,1,"If the price is right, it's a nice place.  Not so sure I'd stay there for standard room rate though.  You can do better for the price and location (fringe of Tribeca close to Wall Street).",helpful
4293,1784,1,"make sure you have your earplugs if you are a light sleeper because this hotel is on a busy thoroughfare.  even though it is rural, the sounds are like city traffic in the early morning.  regardless, it was lovely and not a deterrent in the least to our wanting to stay at the GH again.",helpful
4298,1786,1,"Nothing, had a wonderful stay!",helpful
4317,1795,1,Try the fresh scallop entree in the restaurant! So good.,helpful
4322,1797,0,"The hotel is starting to get a bit run down. It use to be awesome, but could use some TLC.",helpful
4333,1802,1,It was a short walk into the old-town district but there's not much else around the hotel -- you definitely need to leave the area to both sight-see and eat..,Helpful.
4346,1808,1,"Make sure that if the hotel (as was the case for The Hotel Teatro) is a tablet plus member, then  you receive what is offered under their tablet plus privileges. I THINK my room was upgraded, but I KNOW that I didn't receive one complimentary glass of champagne or one cocktail, per guest, upon my arrival nor did I receive a complimentary gym access for two for the length of your stay. The guaranteed 4 o'clock check-out was discussed during check-in, but in the end was not needed.",Helpful.
4351,1810,1,"If you haven't surfed before or  if you're a beginner, book a surfing lesson, for instance with Katie: www.surflessonswithkatie.com
It's a shame not to surf when your this close to the beach...",Helpful.
4358,1813,1,"The hotel is a little out of downtown, but they have free bikes to use during the day. Great way to experience the city.",helpful
4363,1815,1,Make sure you get to Laguardia.,helpful
4366,1816,1,The park and Plaza Mayor are well worth the time.,helpful
4371,1818,1,Ask for room away from street.  Voices and traffic were loud.,helpful
4374,1819,0,A great stay and great location,helpful
4379,1821,1,A little difficult to find as the hotel is hidden behind large ancient doors.  ,helpful
4388,1825,1,"Felt like an apartment (which they also offer), and I don't like that / didn't want that, and was not aware when I booked. But that is a personal preference, and not the hotel's fault.",Helpful.
4391,1826,1,Just because you are staying in the Hotel it doesn't give you access to the Boom Boom bar which is on the top floor. ,helpful
4396,1828,1,A eviter surtout les jours de pluie ou de grand froid a Oslo. Soit 300 jours par an.,helpful
4401,1830,1,"Great if you want a good place to stay and don't need the extra services of a hotel (e.g. bar, restaurant). Who needs them when you have central Florence on your doorstep?",helpful
4406,1832,1,Just go you won't be disapointed,helpful
4415,1836,1,Be cautious in reserving this hotel. It is geared towards families and convenience (driveways for cars lead right up to the bungalows). Common areas are shared between bungalows. The place is quite isolated so don't count on doing any sightseeing in other parts of Phuket without driving at least an hour. This is a destination hideaway.  ,helpful
4418,1837,1,stay the club floor as they have good breakfast menus and the afternoon tea selections. Hire a car to Ha Long bay and kayak on the bay is a very good experience. This hotel also offers in the city culture tours that are well done and reasonably priced.,helpful
4423,1839,1,La chambre est aveugle sans fenêtre. De toute façon l'hôtel donne sur une rue bruyante et sur des travaux. La salle du petit déjeuner est trop petite pour recevoir tous ses clients. il faut très  souvent faire la queue ou alors venir à l'ouverture  ou après le rush.,Helpful.
4426,1840,1,Definitely take a water taxi to the hotel when you arrive. Although taking the vaporetto is cheaper.. its a big pain to drag your luggage through the crowded streets of Venice! ,helpful
4445,1849,1,have to make sure this is to your taste; we found the design and atmosphere to be too contrived and over-the-top,helpful
4452,1852,1,"if you can get a corner room, you won't regret it!",helpful
